<<<<<<< HEAD
id;first_name;last_name;telephone;birthday date ;place;parent_adress and tel;other info
303;carle;Jean303;tsimikl237@gmail.com;28/08/2001;Yde303;Yde1 696979341;none
304;carle;Jean304;tsimikl237@gmail.com;29/08/2001;Yde304;Yde1 696979342;none
305;carle;Jean305;tsimikl237@gmail.com;30/08/2001;Yde305;Yde1 696979343;none
306;carle;Jean306;tsimikl237@gmail.com;31/08/2001;Yde306;Yde1 696979344;none
307;carle;Jean307;tsimikl237@gmail.com;01/09/2001;Yde307;Yde1 696979345;none
308;carle;Jean308;tsimikl237@gmail.com;02/09/2001;Yde308;Yde1 696979346;none
309;carle;Jean309;tsimikl237@gmail.com;03/09/2001;Yde309;Yde1 696979347;none
310;carle;Jean310;tsimikl237@gmail.com;04/09/2001;Yde310;Yde1 696979348;none
311;carle;Jean311;tsimikl237@gmail.com;05/09/2001;Yde311;Yde1 696979349;none
312;carle;Jean312;tsimikl237@gmail.com;06/09/2001;Yde312;Yde1 696979350;none
313;carle;Jean313;tsimikl237@gmail.com;07/09/2001;Yde313;Yde1 696979351;none
314;carle;Jean314;tsimikl237@gmail.com;08/09/2001;Yde314;Yde1 696979352;none
315;carle;Jean315;tsimikl237@gmail.com;09/09/2001;Yde315;Yde1 696979353;none
316;carle;Jean316;tsimikl237@gmail.com;10/09/2001;Yde316;Yde1 696979354;none
317;carle;Jean317;tsimikl237@gmail.com;11/09/2001;Yde317;Yde1 696979355;none
318;carle;Jean318;tsimikl237@gmail.com;12/09/2001;Yde318;Yde1 696979356;none
319;carle;Jean319;tsimikl237@gmail.com;13/09/2001;Yde319;Yde1 696979357;none
320;carle;Jean320;tsimikl237@gmail.com;14/09/2001;Yde320;Yde1 696979358;none
321;carle;Jean321;tsimikl237@gmail.com;15/09/2001;Yde321;Yde1 696979359;none
322;carle;Jean322;tsimikl237@gmail.com;16/09/2001;Yde322;Yde1 696979360;none
323;carle;Jean323;tsimikl237@gmail.com;17/09/2001;Yde323;Yde1 696979361;none
324;carle;Jean324;tsimikl237@gmail.com;18/09/2001;Yde324;Yde1 696979362;none
325;carle;Jean325;tsimikl237@gmail.com;19/09/2001;Yde325;Yde1 696979363;none
326;carle;Jean326;tsimikl237@gmail.com;20/09/2001;Yde326;Yde1 696979364;none
327;carle;Jean327;tsimikl237@gmail.com;21/09/2001;Yde327;Yde1 696979365;none
328;carle;Jean328;tsimikl237@gmail.com;22/09/2001;Yde328;Yde1 696979366;none
329;carle;Jean329;tsimikl237@gmail.com;23/09/2001;Yde329;Yde1 696979367;none
330;carle;Jean330;tsimikl237@gmail.com;24/09/2001;Yde330;Yde1 696979368;none
331;carle;Jean331;tsimikl237@gmail.com;25/09/2001;Yde331;Yde1 696979369;none
332;carle;Jean332;tsimikl237@gmail.com;26/09/2001;Yde332;Yde1 696979370;none
333;carle;Jean333;tsimikl237@gmail.com;27/09/2001;Yde333;Yde1 696979371;none
334;carle;Jean334;tsimikl237@gmail.com;28/09/2001;Yde334;Yde1 696979372;none
335;carle;Jean335;tsimikl237@gmail.com;29/09/2001;Yde335;Yde1 696979373;none
336;carle;Jean336;tsimikl237@gmail.com;30/09/2001;Yde336;Yde1 696979374;none
337;carle;Jean337;tsimikl237@gmail.com;01/10/2001;Yde337;Yde1 696979375;none
338;carle;Jean338;tsimikl237@gmail.com;02/10/2001;Yde338;Yde1 696979376;none
339;carle;Jean339;tsimikl237@gmail.com;03/10/2001;Yde339;Yde1 696979377;none
340;carle;Jean340;tsimikl237@gmail.com;04/10/2001;Yde340;Yde1 696979378;none
341;carle;Jean341;tsimikl237@gmail.com;05/10/2001;Yde341;Yde1 696979379;none
342;carle;Jean342;tsimikl237@gmail.com;06/10/2001;Yde342;Yde1 696979380;none
343;carle;Jean343;tsimikl237@gmail.com;07/10/2001;Yde343;Yde1 696979381;none
344;carle;Jean344;tsimikl237@gmail.com;08/10/2001;Yde344;Yde1 696979382;none
345;carle;Jean345;tsimikl237@gmail.com;09/10/2001;Yde345;Yde1 696979383;none
346;carle;Jean346;tsimikl237@gmail.com;10/10/2001;Yde346;Yde1 696979384;none
347;carle;Jean347;tsimikl237@gmail.com;11/10/2001;Yde347;Yde1 696979385;none
348;carle;Jean348;tsimikl237@gmail.com;12/10/2001;Yde348;Yde1 696979386;none
349;carle;Jean349;tsimikl237@gmail.com;13/10/2001;Yde349;Yde1 696979387;none
350;carle;Jean350;tsimikl237@gmail.com;14/10/2001;Yde350;Yde1 696979388;none
351;carle;Jean351;tsimikl237@gmail.com;15/10/2001;Yde351;Yde1 696979389;none
352;carle;Jean352;tsimikl237@gmail.com;16/10/2001;Yde352;Yde1 696979390;none
353;carle;Jean353;tsimikl237@gmail.com;17/10/2001;Yde353;Yde1 696979391;none
354;carle;Jean354;tsimikl237@gmail.com;18/10/2001;Yde354;Yde1 696979392;none
355;carle;Jean355;tsimikl237@gmail.com;19/10/2001;Yde355;Yde1 696979393;none
356;carle;Jean356;tsimikl237@gmail.com;20/10/2001;Yde356;Yde1 696979394;none
357;carle;Jean357;tsimikl237@gmail.com;21/10/2001;Yde357;Yde1 696979395;none
358;carle;Jean358;tsimikl237@gmail.com;22/10/2001;Yde358;Yde1 696979396;none
359;carle;Jean359;tsimikl237@gmail.com;23/10/2001;Yde359;Yde1 696979397;none
360;carle;Jean360;tsimikl237@gmail.com;24/10/2001;Yde360;Yde1 696979398;none
361;carle;Jean361;tsimikl237@gmail.com;25/10/2001;Yde361;Yde1 696979399;none
362;carle;Jean362;tsimikl237@gmail.com;26/10/2001;Yde362;Yde1 696979400;none
363;carle;Jean363;tsimikl237@gmail.com;27/10/2001;Yde363;Yde1 696979401;none
364;carle;Jean364;tsimikl237@gmail.com;28/10/2001;Yde364;Yde1 696979402;none
365;carle;Jean365;tsimikl237@gmail.com;29/10/2001;Yde365;Yde1 696979403;none
366;carle;Jean366;tsimikl237@gmail.com;30/10/2001;Yde366;Yde1 696979404;none
367;carle;Jean367;tsimikl237@gmail.com;31/10/2001;Yde367;Yde1 696979405;none
368;carle;Jean368;tsimikl237@gmail.com;01/11/2001;Yde368;Yde1 696979406;none
369;carle;Jean369;tsimikl237@gmail.com;02/11/2001;Yde369;Yde1 696979407;none
370;carle;Jean370;tsimikl237@gmail.com;03/11/2001;Yde370;Yde1 696979408;none
371;carle;Jean371;tsimikl237@gmail.com;04/11/2001;Yde371;Yde1 696979409;none
372;carle;Jean372;tsimikl237@gmail.com;05/11/2001;Yde372;Yde1 696979410;none
373;carle;Jean373;tsimikl237@gmail.com;06/11/2001;Yde373;Yde1 696979411;none
374;carle;Jean374;tsimikl237@gmail.com;07/11/2001;Yde374;Yde1 696979412;none
375;carle;Jean375;tsimikl237@gmail.com;08/11/2001;Yde375;Yde1 696979413;none
376;carle;Jean376;tsimikl237@gmail.com;09/11/2001;Yde376;Yde1 696979414;none
377;carle;Jean377;tsimikl237@gmail.com;10/11/2001;Yde377;Yde1 696979415;none
378;carle;Jean378;tsimikl237@gmail.com;11/11/2001;Yde378;Yde1 696979416;none
379;carle;Jean379;tsimikl237@gmail.com;12/11/2001;Yde379;Yde1 696979417;none
380;carle;Jean380;tsimikl237@gmail.com;13/11/2001;Yde380;Yde1 696979418;none
381;carle;Jean381;tsimikl237@gmail.com;14/11/2001;Yde381;Yde1 696979419;none
382;carle;Jean382;tsimikl237@gmail.com;15/11/2001;Yde382;Yde1 696979420;none
383;carle;Jean383;tsimikl237@gmail.com;16/11/2001;Yde383;Yde1 696979421;none
384;carle;Jean384;tsimikl237@gmail.com;17/11/2001;Yde384;Yde1 696979422;none
385;carle;Jean385;tsimikl237@gmail.com;18/11/2001;Yde385;Yde1 696979423;none
386;carle;Jean386;tsimikl237@gmail.com;19/11/2001;Yde386;Yde1 696979424;none
387;carle;Jean387;tsimikl237@gmail.com;20/11/2001;Yde387;Yde1 696979425;none
388;carle;Jean388;tsimikl237@gmail.com;21/11/2001;Yde388;Yde1 696979426;none
389;carle;Jean389;tsimikl237@gmail.com;22/11/2001;Yde389;Yde1 696979427;none
390;carle;Jean390;tsimikl237@gmail.com;23/11/2001;Yde390;Yde1 696979428;none
391;carle;Jean391;tsimikl237@gmail.com;24/11/2001;Yde391;Yde1 696979429;none
392;carle;Jean392;tsimikl237@gmail.com;25/11/2001;Yde392;Yde1 696979430;none
393;carle;Jean393;tsimikl237@gmail.com;26/11/2001;Yde393;Yde1 696979431;none
394;carle;Jean394;tsimikl237@gmail.com;27/11/2001;Yde394;Yde1 696979432;none
395;carle;Jean395;tsimikl237@gmail.com;28/11/2001;Yde395;Yde1 696979433;none
396;carle;Jean396;tsimikl237@gmail.com;29/11/2001;Yde396;Yde1 696979434;none
397;carle;Jean397;tsimikl237@gmail.com;30/11/2001;Yde397;Yde1 696979435;none
398;carle;Jean398;tsimikl237@gmail.com;01/12/2001;Yde398;Yde1 696979436;none
399;carle;Jean399;tsimikl237@gmail.com;02/12/2001;Yde399;Yde1 696979437;none
400;carle;Jean400;tsimikl237@gmail.com;03/12/2001;Yde400;Yde1 696979438;none
401;carle;Jean401;tsimikl237@gmail.com;04/12/2001;Yde401;Yde1 696979439;none
402;carle;Jean402;tsimikl237@gmail.com;05/12/2001;Yde402;Yde1 696979440;none
403;carle;Jean403;tsimikl237@gmail.com;06/12/2001;Yde403;Yde1 696979441;none
404;carle;Jean404;tsimikl237@gmail.com;07/12/2001;Yde404;Yde1 696979442;none
405;carle;Jean405;tsimikl237@gmail.com;08/12/2001;Yde405;Yde1 696979443;none
406;carle;Jean406;tsimikl237@gmail.com;09/12/2001;Yde406;Yde1 696979444;none
407;carle;Jean407;tsimikl237@gmail.com;10/12/2001;Yde407;Yde1 696979445;none
408;carle;Jean408;tsimikl237@gmail.com;11/12/2001;Yde408;Yde1 696979446;none
409;carle;Jean409;tsimikl237@gmail.com;12/12/2001;Yde409;Yde1 696979447;none
=======
id;first_name;last_name;telephone;birthday date ;place;parent_adress and tel;other info
1;carle;Jean1;devcarle@gmail.com;30/10/2000;Yde1;Yde1 696979039;none
2;carle;Jean2;devcarle@gmail.com;31/10/2000;Yde2;Yde1 696979040;none
3;carle;Jean3;devcarle@gmail.com;01/11/2000;Yde3;Yde1 696979041;none
4;carle;Jean4;devcarle@gmail.com;02/11/2000;Yde4;Yde1 696979042;none
5;carle;Jean5;devcarle@gmail.com;03/11/2000;Yde5;Yde1 696979043;none
6;carle;Jean6;devcarle@gmail.com;04/11/2000;Yde6;Yde1 696979044;none
7;carle;Jean7;devcarle@gmail.com;05/11/2000;Yde7;Yde1 696979045;none
8;carle;Jean8;devcarle@gmail.com;06/11/2000;Yde8;Yde1 696979046;none
9;carle;Jean9;devcarle@gmail.com;07/11/2000;Yde9;Yde1 696979047;none
10;carle;Jean10;tsimikl237@gmail.com;08/11/2000;Yde10;Yde1 696979048;none
11;carle;Jean11;tsimikl237@gmail.com;09/11/2000;Yde11;Yde1 696979049;none
12;carle;Jean12;tsimikl237@gmail.com;10/11/2000;Yde12;Yde1 696979050;none
13;carle;Jean13;tsimikl237@gmail.com;11/11/2000;Yde13;Yde1 696979051;none
14;carle;Jean14;tsimikl237@gmail.com;12/11/2000;Yde14;Yde1 696979052;none
15;carle;Jean15;tsimikl237@gmail.com;13/11/2000;Yde15;Yde1 696979053;none
16;carle;Jean16;tsimikl237@gmail.com;14/11/2000;Yde16;Yde1 696979054;none
17;carle;Jean17;tsimikl237@gmail.com;15/11/2000;Yde17;Yde1 696979055;none
18;carle;Jean18;tsimikl237@gmail.com;16/11/2000;Yde18;Yde1 696979056;none
19;carle;Jean19;tsimikl237@gmail.com;17/11/2000;Yde19;Yde1 696979057;none
20;carle;Jean20;tsimikl237@gmail.com;18/11/2000;Yde20;Yde1 696979058;none
21;carle;Jean21;tsimikl237@gmail.com;19/11/2000;Yde21;Yde1 696979059;none
22;carle;Jean22;tsimikl237@gmail.com;20/11/2000;Yde22;Yde1 696979060;none
23;carle;Jean23;tsimikl237@gmail.com;21/11/2000;Yde23;Yde1 696979061;none
24;carle;Jean24;tsimikl237@gmail.com;22/11/2000;Yde24;Yde1 696979062;none
25;carle;Jean25;tsimikl237@gmail.com;23/11/2000;Yde25;Yde1 696979063;none
26;carle;Jean26;tsimikl237@gmail.com;24/11/2000;Yde26;Yde1 696979064;none
27;carle;Jean27;tsimikl237@gmail.com;25/11/2000;Yde27;Yde1 696979065;none
28;carle;Jean28;tsimikl237@gmail.com;26/11/2000;Yde28;Yde1 696979066;none
29;carle;Jean29;tsimikl237@gmail.com;27/11/2000;Yde29;Yde1 696979067;none
30;carle;Jean30;tsimikl237@gmail.com;28/11/2000;Yde30;Yde1 696979068;none
31;carle;Jean31;tsimikl237@gmail.com;29/11/2000;Yde31;Yde1 696979069;none
32;carle;Jean32;tsimikl237@gmail.com;30/11/2000;Yde32;Yde1 696979070;none
33;carle;Jean33;tsimikl237@gmail.com;01/12/2000;Yde33;Yde1 696979071;none
34;carle;Jean34;tsimikl237@gmail.com;02/12/2000;Yde34;Yde1 696979072;none
35;carle;Jean35;tsimikl237@gmail.com;03/12/2000;Yde35;Yde1 696979073;none
36;carle;Jean36;tsimikl237@gmail.com;04/12/2000;Yde36;Yde1 696979074;none
37;carle;Jean37;tsimikl237@gmail.com;05/12/2000;Yde37;Yde1 696979075;none
38;carle;Jean38;tsimikl237@gmail.com;06/12/2000;Yde38;Yde1 696979076;none
39;carle;Jean39;tsimikl237@gmail.com;07/12/2000;Yde39;Yde1 696979077;none
40;carle;Jean40;tsimikl237@gmail.com;08/12/2000;Yde40;Yde1 696979078;none
41;carle;Jean41;tsimikl237@gmail.com;09/12/2000;Yde41;Yde1 696979079;none
42;carle;Jean42;tsimikl237@gmail.com;10/12/2000;Yde42;Yde1 696979080;none
43;carle;Jean43;tsimikl237@gmail.com;11/12/2000;Yde43;Yde1 696979081;none
44;carle;Jean44;tsimikl237@gmail.com;12/12/2000;Yde44;Yde1 696979082;none
45;carle;Jean45;tsimikl237@gmail.com;13/12/2000;Yde45;Yde1 696979083;none
46;carle;Jean46;tsimikl237@gmail.com;14/12/2000;Yde46;Yde1 696979084;none
47;carle;Jean47;tsimikl237@gmail.com;15/12/2000;Yde47;Yde1 696979085;none
48;carle;Jean48;tsimikl237@gmail.com;16/12/2000;Yde48;Yde1 696979086;none
49;carle;Jean49;tsimikl237@gmail.com;17/12/2000;Yde49;Yde1 696979087;none
50;carle;Jean50;tsimikl237@gmail.com;18/12/2000;Yde50;Yde1 696979088;none
51;carle;Jean51;tsimikl237@gmail.com;19/12/2000;Yde51;Yde1 696979089;none
52;carle;Jean52;tsimikl237@gmail.com;20/12/2000;Yde52;Yde1 696979090;none
53;carle;Jean53;tsimikl237@gmail.com;21/12/2000;Yde53;Yde1 696979091;none
54;carle;Jean54;tsimikl237@gmail.com;22/12/2000;Yde54;Yde1 696979092;none
55;carle;Jean55;tsimikl237@gmail.com;23/12/2000;Yde55;Yde1 696979093;none
56;carle;Jean56;tsimikl237@gmail.com;24/12/2000;Yde56;Yde1 696979094;none
57;carle;Jean57;tsimikl237@gmail.com;25/12/2000;Yde57;Yde1 696979095;none
58;carle;Jean58;tsimikl237@gmail.com;26/12/2000;Yde58;Yde1 696979096;none
59;carle;Jean59;tsimikl237@gmail.com;27/12/2000;Yde59;Yde1 696979097;none
>>>>>>> 7680b2b4b185c0f8881ecb7801c52a1ec48f7c9b
